lat, long, alt
53.27980000000000160298441187478601932525634765625, -9.056499999999999772626324556767940521240234375, 20
53.27999139094820188405792578123509883880615234375, -9.0622320769194406991773576010018587112426757812500, 100
53.27999139094820188405792578123509883880615234375, -9.0626102684194406991773576010018587112426757812500, 100
53.27999139094820188405792578123509883880615234375, -9.0629884599194406991773576010018587112426757812500, 100
53.27973993054820188405792578123509883880615234375, -9.0629884599194406991773576010018587112426757812500, 100
53.27973993054820188405792578123509883880615234375, -9.0626102684194406991773576010018587112426757812500, 100
53.28024285134820188405792578123509883880615234375, -9.0626102684194406991773576010018587112426757812500, 100
53.28024285134820188405792578123509883880615234375, -9.0629884599194406991773576010018587112426757812500, 100
53.28024285134820188405792578123509883880615234375, -9.0622320769194406991773576010018587112426757812500, 100

