lat, long, alt
53.280000000000001136868377216160297393798828125, -9.07000000000000028421709430404007434844970703125, 20
53.27969053290880133156970259733498096466064453125, -9.0647311643963902714636788005009293556213378906250, 100
53.27969053290880133156970259733498096466064453125, -9.0644112499963902714636788005009293556213378906250, 100
53.27950129500880133156970259733498096466064453125, -9.0644112499963902714636788005009293556213378906250, 100
53.27950129500880133156970259733498096466064453125, -9.0640913355963902714636788005009293556213378906250, 100
53.27969053290880133156970259733498096466064453125, -9.0640913355963902714636788005009293556213378906250, 100
53.27987977080880133156970259733498096466064453125, -9.0640913355963902714636788005009293556213378906250, 100
53.28006900870880133156970259733498096466064453125, -9.0640913355963902714636788005009293556213378906250, 100
53.28006900870880133156970259733498096466064453125, -9.0637714211963902714636788005009293556213378906250, 100
53.27987977080880133156970259733498096466064453125, -9.0637714211963902714636788005009293556213378906250, 100
53.27969053290880133156970259733498096466064453125, -9.0637714211963902714636788005009293556213378906250, 100
53.27950129500880133156970259733498096466064453125, -9.0637714211963902714636788005009293556213378906250, 100
53.27950129500880133156970259733498096466064453125, -9.0634515067963902714636788005009293556213378906250, 100
53.27931205710880133156970259733498096466064453125, -9.0634515067963902714636788005009293556213378906250, 100
53.27931205710880133156970259733498096466064453125, -9.0631315923963902714636788005009293556213378906250, 100
53.27950129500880133156970259733498096466064453125, -9.0631315923963902714636788005009293556213378906250, 100
53.27969053290880133156970259733498096466064453125, -9.0631315923963902714636788005009293556213378906250, 100
53.27987977080880133156970259733498096466064453125, -9.0631315923963902714636788005009293556213378906250, 100
53.27987977080880133156970259733498096466064453125, -9.0634515067963902714636788005009293556213378906250, 100
53.27969053290880133156970259733498096466064453125, -9.0634515067963902714636788005009293556213378906250, 100
53.27987977080880133156970259733498096466064453125, -9.0644112499963902714636788005009293556213378906250, 100
53.27987977080880133156970259733498096466064453125, -9.0621718491963902714636788005009293556213378906250, 100
53.27969053290880133156970259733498096466064453125, -9.0621718491963902714636788005009293556213378906250, 100
53.28025824660880133156970259733498096466064453125, -9.0618519347963902714636788005009293556213378906250, 100

